"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"
3.088458683E0	2.614158690E-1	1.072762203E1	-1.022931710E-1
3.096861704E0	-1.692921966E-1	1.067856884E1	-7.441678643E-1
3.105264725E0	-8.751748800E-1	1.039801121E1	-8.117650747E-1
3.113667746E0	-1.660020709E0	9.954740524E0	-4.169493318E-1
3.122070767E0	-1.932802439E0	1.011984539E1	1.046859920E-1
3.130473788E0	-1.613958836E0	1.058405304E1	2.835494876E-1
3.138876808E0	-1.168295622E0	1.095075321E1	1.417747438E-1
3.147279829E0	-9.457631707E-1	1.111645603E1	1.172483116E-1
3.155682850E0	-6.161518097E-1	1.098006535E1	3.230310604E-2
3.164085871E0	5.383851007E-2	1.068993473E1	-2.075773627E-1
3.172488892E0	8.333004713E-1	1.119960594E1	-3.750749528E-1
3.180891913E0	9.822536707E-1	1.131266689E1	2.404786795E-1
3.189294933E0	8.111668825E-1	1.070130062E1	3.433700502E-1
3.197697954E0	6.777670383E-1	1.014496994E1	-1.034895778E-1
3.206100975E0	6.340979934E-1	9.878170013E0	-3.248256743E-1
3.214503996E0	6.765705943E-1	9.665806770E0	-3.768695518E-2
3.222907017E0	8.129615188E-1	9.224330902E0	1.076770201E-1
3.231310038E0	6.448656917E-1	8.818747520E0	7.477571070E-2
3.239713058E0	-8.769695163E-1	8.372486115E0	-5.324030295E-2
3.248116079E0	-3.054438114E0	7.796414375E0	-3.457628787E-1
3.256519100E0	-4.783850670E0	7.607979774E0	-2.542374134E-1
3.264922121E0	-4.919044971E0	7.769495010E0	-3.146561682E-1
3.273325142E0	-3.997808456E0	8.438887596E0	-3.762713671E-1
3.281728163E0	-3.078964472E0	9.323633194E0	-3.086741269E-1
3.290131183E0	-2.473580360E0	9.994820595E0	6.400800496E-2
